Bus Name,Bus Type,Departure Time,Reaching Time,Duration,Price,Seats Available,Rating,Route Name,Route Link
KSRTC (Kerala) - 2956,Super Express Non AC Seater Air Bus (2+2),18:45,05:25,10h 40m,586,37 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 2364,Low Floor AC Seater 2+2,19:00,05:10,10h 10m,723,28 Seats available,3.4,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 49,Swift Deluxe Non AC Air Bus (2+2),19:10,04:20,09h 10m,565,22 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 425,Super Express Non AC Seater Air Bus (2+2),19:15,04:10,08h 55m,545,31 Seats available,2.4,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1858,Low Floor AC Seater 2+2,20:00,06:25,10h 25m,742,21 Seats available,3.4,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 3531,Super Express Non AC Seater Air Bus (2+2),20:00,03:35,07h 35m,565,34 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),20:45,04:40,07h 55m,586,35 Seats available,3.5,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),21:10,06:15,09h 05m,565,29 Seats available,4.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 3005,Swift Deluxe Non AC Air Bus (2+2),22:00,07:15,09h 15m,586,34 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 1860,Low Floor AC Seater 2+2,23:00,09:00,10h 00m,723,25 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),23:45,07:25,07h 40m,586,37 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Madhavi Travels,A/C Sleeper (2+1),19:50,04:30,08h 40m,949,15 Seats available,3.9,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
BLM Transports,A/C Sleeper (2+1),20:15,05:00,08h 45m,900,19 Seats available,3.5,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:30,05:00,08h 30m,800,39 Seats available,3.3,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,NON A/C Semi Sleeper (2+2),21:00,06:30,09h 30m,600,29 Seats available,3.9,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Sleeper (2+1),19:00,04:00,09h 00m,1200,25 Seats available,3.5,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Madhavi Travels,Volvo A/C Semi Sleeper (2+2),20:40,04:30,07h 50m,902,37 Seats available,3.8,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Galaxy Tours,2+1 Air Suspension A/C Seater / Sleeper,21:00,06:00,09h 00m,650,33 Seats available,2.2,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
LIYAS TOURS,Bharat Benz A/C Sleeper (2+1),16:45,03:40,10h 55m,1049,18 Seats available,3.9,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
EMERALD TRAVELS,Bharat Benz A/C Semi Sleeper (2+2),19:00,04:00,09h 00m,800,31 Seats available,3.1,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),18:01,04:00,09h 59m,1000,21 Seats available,3.2,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,A/C Seater / Sleeper (2+1),21:35,07:00,09h 25m,750,36 Seats available,3.2,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
A1 Travels,Bharat Benz A/C Seater /Sleeper (2+1),20:15,05:30,09h 15m,800,40 Seats available,3.8,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Kalpaka Travels 1,A/C Sleeper (2+1),20:50,04:00,07h 10m,900,31 Seats available,4.0,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
Kallada Travels (Suresh Kallada),A/C Sleeper (2+1),16:00,03:00,11h 00m,1250,23 Seats available,3.2,Thiruvananthapuram to Kozhikode,https://www.redbus.in/bus-tickets/thiruvananthapuram-to-kozhikode
KSRTC (Kerala) - 103,Swift Deluxe Non AC Air Bus (2+2),09:00,17:55,08h 55m,690,14 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 136,Swift Deluxe Non AC Air Bus (2+2),20:30,03:10,06h 40m,680,19 Seats available,3.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 101,Swift Deluxe Non AC Air Bus (2+2),21:15,04:30,07h 15m,660,17 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 98,Swift Deluxe Non AC Air Bus (2+2),21:55,05:10,07h 15m,690,15 Seats available,3.7,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,A/C Sleeper (2+1),22:15,05:45,07h 30m,1018,9 Seats available,4.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,Volvo A/C Semi Sleeper (2+2),22:45,04:45,06h 00m,849,22 Seats available,4.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,NON A/C Semi Sleeper / Sleeper (2+1),22:45,05:20,06h 35m,832,5 Seats available,4.2,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdAshoka Travel and Logistics,A/C Semi Sleeper (2+2),22:30,05:45,07h 15m,800,23 Seats available,3.8,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,NON A/C Sleeper (2+1),22:30,04:45,06h 15m,799,7 Seats available,4.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,A/C Sleeper (2+1),22:10,05:00,06h 50m,949,15 Seats available,4.2,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Sugama Tourist,A/C Sleeper (2+1),22:00,05:30,07h 30m,900,11 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
AdGOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),21:30,05:15,07h 45m,949,15 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,Non A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,739,13 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
MMK Travels,VE A/C Seater / Sleeper (2+1),22:15,05:30,07h 15m,800,21 Seats available,3.9,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),21:45,05:20,07h 35m,700,22 Seats available,4.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,A/C Sleeper (2+1),22:00,04:55,06h 55m,949,15 Seats available,3.9,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Ashoka Travel and Logistics,A/C Sleeper (2+1),21:45,05:30,07h 45m,1000,13 Seats available,4.3,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),09:00,17:30,08h 30m,800,14 Seats available,3.7,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
NS Transports,A/C Sleeper (2+1),23:00,06:25,07h 25m,1000,16 Seats available,0.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
National travels and logistics,Non A/C Seater / Sleeper (2+1),22:40,05:45,07h 05m,749,20 Seats available,3.6,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
DLT BUS,A/C Sleeper (2+1),22:30,06:00,07h 30m,999,21 Seats available,4.5,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Ashoka Travel and Logistics,NON A/C Semi Sleeper (2+2),22:00,05:30,07h 30m,700,16 Seats available,3.6,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,05:00,07h 00m,850,9 Seats available,4.0,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
P K Travels,A/C Sleeper (2+1),22:15,05:30,07h 15m,1100,16 Seats available,3.6,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kalpaka Travels,NON A/C Seater/ Sleeper (2+1),22:00,06:10,08h 10m,700,28 Seats available,3.6,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
GOLDEN TRAVEL AGENCIES,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,699,22 Seats available,3.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Arya Travels,A/C Sleeper (2+1),19:40,05:15,09h 35m,895,15 Seats available,4.1,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
P K Travels,NON A/C Semi Sleeper (2+2),21:45,05:00,07h 15m,700,24 Seats available,3.9,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
National travels and logistics,Bharat Benz A/C Sleeper (2+1),22:30,05:30,07h 00m,949,21 Seats available,3.3,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
Kohinoor Travels,A/C Sleeper (2+1),20:30,05:00,08h 30m,949,23 Seats available,3.4,Bangalore to Kannur (Kerala),https://www.redbus.in/bus-tickets/bangalore-to-kannur
KSRTC (Kerala) - 3550,Super Express Non AC Seater Air Bus (2+2),00:00,02:20,02h 20m,216,17 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 852,Super Fast Non AC Seater (2+3),00:15,03:30,03h 15m,181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 672,Super Fast Non AC Seater (2+3),01:00,04:15,03h 15m,181,25 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3576,Super Express Non AC Seater Air Bus (2+2),01:45,04:45,03h 00m,216,15 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2690,Super Fast Non AC Seater (2+3),02:15,05:30,03h 15m,181,32 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 528,Super Express Non AC Seater Air Bus (2+2),02:20,04:40,02h 20m,216,19 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 45,Swift Deluxe Non AC Air Bus (2+2),03:18,06:15,02h 57m,216,3 Seats available,4.8,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 795,Super Fast Non AC Seater (2+3),03:45,07:20,03h 35m,181,45 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3005,Swift Deluxe Non AC Air Bus (2+2),04:35,07:15,02h 40m,216,17 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 500,Super Express Non AC Seater Air Bus (2+2),05:15,07:25,02h 10m,216,24 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1860,Low Floor AC Seater 2+2,05:40,09:00,03h 20m,253,17 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 796,Super Fast Non AC Seater (2+3),05:45,09:10,03h 25m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2897,Low Floor AC Seater 2+2,05:55,09:15,03h 20m,253,25 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2715,Super Fast Non AC Seater (2+3),06:20,10:00,03h 40m,181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2386,Low Floor AC Seater 2+2,06:49,10:09,03h 20m,253,26 Seats available,4.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2899,Low Floor AC Seater 2+2,06:55,10:15,03h 20m,253,21 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1022,Super Fast Non AC Seater (2+3),07:15,10:45,03h 30m,174,37 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3397,Super Fast Non AC Seater (2+3),07:45,11:20,03h 35m,174,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2901,Low Floor AC Seater 2+2,07:55,11:15,03h 20m,253,29 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2096,Low Floor AC Seater 2+2,07:55,11:00,03h 05m,253,28 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1183,Super Fast Non AC Seater (2+3),07:55,11:30,03h 35m,181,42 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3322,Low Floor AC Seater 2+2,08:13,11:08,02h 55m,253,24 Seats available,1.7,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2809,Super Fast Non AC Seater (2+3),08:15,11:40,03h 25m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2817,Super Fast Non AC Seater (2+3),09:50,13:10,03h 20m,181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 343,Super Fast Non AC Seater (2+3),09:50,13:25,03h 35m,181,42 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 691,Super Fast Non AC Seater (2+3),10:00,13:25,03h 25m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 767,Super Fast Non AC Seater (2+3),10:20,13:55,03h 35m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 821,Super Fast Non AC Seater (2+3),10:40,14:15,03h 35m,181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 725,Super Fast Non AC Seater (2+3),10:45,14:20,03h 35m,181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 756,Super Fast Non AC Seater (2+3),10:50,14:35,03h 45m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 817,Super Fast Non AC Seater (2+3),11:00,14:35,03h 35m,181,45 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 990,Super Fast Non AC Seater (2+3),11:05,15:20,04h 15m,174,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 687,Super Fast Non AC Seater (2+3),11:10,14:30,03h 20m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 787,Super Fast Non AC Seater (2+3),11:40,15:06,03h 26m,181,45 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2499,Low Floor AC Seater 2+2,11:45,14:50,03h 05m,253,24 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1989,Super Fast Non AC Seater (2+3),12:50,16:25,03h 35m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3015,Super Fast Non AC Seater (2+3),13:30,17:25,03h 55m,181,46 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 759,Super Fast Non AC Seater (2+3),14:00,17:35,03h 35m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2865,Super Fast Non AC Seater (2+3),14:05,17:30,03h 25m,181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2004,Super Fast Non AC Seater (2+3),14:20,18:20,04h 00m,181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 701,Super Fast Non AC Seater (2+3),15:05,18:10,03h 05m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 277,Super Fast Non AC Seater (2+3),15:35,18:55,03h 20m,181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 313,Super Fast Non AC Seater (2+3),15:35,18:45,03h 10m,181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 780,Super Fast Non AC Seater (2+3),15:45,19:10,03h 25m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 722,Super Fast Non AC Seater (2+3),15:50,19:25,03h 35m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1119,Super Fast Non AC Seater (2+3),16:10,20:00,03h 50m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1891,Low Floor AC Seater 2+2,16:25,19:45,03h 20m,253,20 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2869,Super Fast Non AC Seater (2+3),16:35,20:10,03h 35m,174,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3598,Low Floor AC Seater 2+2,17:15,20:20,03h 05m,253,28 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3573,Low Floor AC Seater 2+2,17:22,20:27,03h 05m,253,29 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 779,Super Fast Non AC Seater (2+3),18:00,21:45,03h 45m,181,28 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2711,Super Fast Non AC Seater (2+3),18:10,21:30,03h 20m,181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3668,Super Fast Non AC Seater (2+3),18:15,22:00,03h 45m,181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2819,Super Fast Non AC Seater (2+3),18:45,22:15,03h 30m,181,49 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2498,Low Floor AC Seater 2+2,19:00,22:05,03h 05m,253,30 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 765,Super Fast Non AC Seater (2+3),19:00,22:20,03h 20m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 723,Super Fast Non AC Seater (2+3),19:15,22:45,03h 30m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1902,Super Fast Non AC Seater (2+3),19:40,23:00,03h 20m,181,48 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2572,Super Fast Non AC Seater (2+3),19:40,23:50,04h 10m,174,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 757,Super Fast Non AC Seater (2+3),19:45,23:20,03h 35m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 96,Swift Deluxe Non AC Air Bus (2+2),19:50,23:50,04h 00m,216,23 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2712,Super Fast Non AC Seater (2+3),20:00,22:50,02h 50m,166,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 994,Super Fast Non AC Seater (2+3),20:00,00:05,04h 05m,174,40 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 549,Super Express Non AC Seater Air Bus (2+2),20:05,00:05,04h 00m,216,28 Seats available,1.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1877,Low Floor AC Seater 2+2,20:15,23:20,03h 05m,253,30 Seats available,1.5,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 170,Swift Deluxe Non AC Air Bus (2+2),20:15,00:25,04h 10m,216,23 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 3649,Super Fast Non AC Seater (2+3),20:20,23:55,03h 35m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2517,Swift Deluxe Non AC Air Bus (2+2),20:26,23:16,02h 50m,216,34 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2569,Super Fast Non AC Seater (2+3),20:35,00:35,04h 00m,174,42 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 125,Super Deluxe Non AC Seater Air Bus (2+2),20:40,23:35,02h 55m,216,33 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1962,Super Fast Non AC Seater (2+3),20:45,23:59,03h 14m,181,47 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 665,Super Fast Non AC Seater (2+3),20:50,00:15,03h 25m,181,50 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 1211,AC MULTI AXLE,20:55,00:05,03h 10m,360,22 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2723,Super Fast Non AC Seater (2+3),21:45,01:10,03h 25m,174,34 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 2783,Super Express Non AC Seater Air Bus (2+2),21:50,01:00,03h 10m,201,31 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 594,Super Express Non AC Seater Air Bus (2+2),21:55,01:25,03h 30m,201,21 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 486,Super Express Non AC Seater Air Bus (2+2),22:00,00:30,02h 30m,216,34 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 819,Super Fast Non AC Seater (2+3),22:05,01:45,03h 40m,181,43 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
KSRTC (Kerala) - 561,Super Express Non AC Seater Air Bus (2+2),22:10,01:55,03h 45m,201,35 Seats available,3.0,Thrissur to Kozhikode,https://www.redbus.in/bus-tickets/thrissur-to-kozhikode
